LOCNUM,SOURCE,REPTRYLD,WEEDED,CULVATED,NUM,PLCO,LOCNO,VARYD,ANAVPRCP,BIOTEMP,SOIL,PH,RH,IRRIG,MINTEMP,MAXTEMP,GROWSEAS,YIELDLO,YIELDHI,PARTHARV,NFERT,PFERT,KFERT,PESTCIDE,HERBCIDE,SEEDLVL,MANURE,INTCROP,FUNGCIDE,RATOON,YRSOBS,AMTFERT,FERTRIAL,FROSTCO,ABSMINT,ABSMAXT,OTHFERT,YRW1,YRW2,YRSYLD,Y1YLD,Y2YLD,CONTYLD,CONTWEA,YMATCHW,VERIFIED,EXPTYPE,NTYPE,PTYPE,KTYPE,WEEDNUM,CULTNUM,WSS,TEMPORARY
"18899","XXX","21255","","","2736","520036002","9055","AN","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","90","90","130","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","U","OSP","KCL","","","1",""
"18899","XXX","13923","","","2737","520036002","9055","AT","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","90","90","130","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","U","OSP","KCL","","","1",""
"18899","XXX","54582","","","2738","520036002","9055","AQ","1809","25.8","VUPA","","","R","21.4","30.1","","","","PX","90","90","130","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","U","OSP","KCL","","","1",""
"18899","XXX","17037","","","2739","520036002","9055","BO","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","90","90","130","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","U","OSP","KCL","","","1",""
"18899","XXX","17960","","","2740","520036002","9055","BA","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","90","90","130","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","U","OSP","KCL","","","1",""
"18899","XXX","10887","","","2741","520036002","9055","AP","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","90","90","130","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","U","OSP","KCL","","","1",""
"18899","XXX","","","","2742","520036002","9055","","1809","25.8","VUPA","","","R","21.4","30.1","","10000","20000","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","27083","","","2743","520036002","9055","AH","1809","25.8","VUPA","","","R","21.4","30.1","","","","PX","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","60850","","","2744","520036002","9055","AK","1809","25.8","VUPA","","","R","21.4","30.1","","","","PX","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","48333","","","2745","520036002","9055","AK","1809","25.8","VUPA","","","R","21.4","30.1","","","","PX","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","57417","","","2746","520036002","9055","AK","1809","25.8","VUPA","","","R","21.4","30.1","","","","PX","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","15990","","","2747","520036002","9055","CB","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","17552","","","2748","520036002","9055","AY","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","90","90","130","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","U","OSP","KCL","","","1",""
"18899","XXX","21737","","","2749","520036002","9055","BK","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","90","90","130","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","U","OSP","KCL","","","1",""
"18899","XXX","8322","","","2630","328159002","9055","AT","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","9712","","","2631","328159002","9055","AV","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","9806","","","2632","328159002","9055","AY","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","9639","","","2633","328159002","9055","AZ","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","","","","2634","328159002","9055","","1809","25.8","VUPA","","","R","21.4","30.1","","10700","11500","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","24865","","","2635","328159002","9055","BB","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","24865","","","2636","328159002","9055","BC","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","6661","","","2637","328159002","9055","AU","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","9988","","","2638","328159002","9055","BA","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","24865","","","2639","328159002","9055","AW","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","8877","","","2640","328159002","9055","AX","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","24865","","","2641","328159002","9055","AQ","1809","25.8","VUPA","","","R","21.4","30.1","","","","TU","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1941","","","2581","283467005","9055","AP","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","2073","","","2582","283467005","9055","AQ","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1851","","Z","2583","283467005","9055","","1809","25.8","VUPA","8","","R","21.4","30.1","","","","SD","37","19","37","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1423","","","2584","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","40","60","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1308","","","2585","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","X","X","X","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18899","XXX","1145","","","2586","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","0","60","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1449","","","2587","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","80","60","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1489","","","2588","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","40","0","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1215","","","2589","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","40","60","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1475","","","2590","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","80","0","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1314","","","2591","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","0","30","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1457","","","2592","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","40","0","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1456","","","2593","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","80","30","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1386","","","2594","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","80","30","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1369","","","2595","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","80","0","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1368","","","2596","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","80","60","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1356","","","2597","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","0","0","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1339","","","2598","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","40","30","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","2068","","Z","2599","283467005","9055","","1809","25.8","VUPA","8","","R","21.4","30.1","","","","SD","75","74","37","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1284","","","2600","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","0","0","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1425","","","2601","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","40","30","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1327","","","2602","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","2119","","Z","2603","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","68","37","0","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","2086","","Z","2604","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","37","37","37","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1227","","","2605","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","0","30","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","2077","","Z","2606","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","75","56","37","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1217","","","2607","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","0","60","0","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1373","","","2608","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","50","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","K","","","1",""
"18899","XXX","1409","","","2609","283467005","9055","AO","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","2127","","","2610","283467005","9055","AR","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1418","","","2611","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","80","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","","","","","1",""
"18899","XXX","1391","","","2612","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","40","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","","","","","1",""
"18899","XXX","1406","","","2613","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","60","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","P","","","","1",""
"18899","XXX","1258","","","2614","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","0","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","","","","","1",""
"18899","XXX","1358","","","2615","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","30","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","P","","","","1",""
"18899","XXX","1303","","","2616","283467005","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","0","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","P","","","","1",""
"18899","XXX","1339","","Z","2617","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","0","0","0","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1872","","Z","2618","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","40","0","40","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1961","","Z","2619","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","40","60","40","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1997","","Z","2620","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","80","40","40","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","2021","","Z","2621","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","80","0","40","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","2056","","Z","2622","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","80","20","40","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","1830","","Z","2623","283467005","9055","","1809","25.8","VUPA",".8","","R","21.4","30.1","","","","SD","40","70","40","X","","","","","X","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","2342","","","2511","38355002","9055","BE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1948","Y","","2512","38355002","9055","AS","1809","25.8","VUPA","","","0","21.4","30.1","","","","SD","125","50","60","X","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","3773","","","2513","38355002","9055","BA","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3946","","","2514","38355002","9055","AZ","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","4238","","","2515","38355002","9055","AY","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","4955","","","2516","38355002","9055","AU","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5516","","","2517","38355002","9055","AH","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5418","","","2518","38355002","9055","AI","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","7288","","","2519","38355002","9055","AA","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5363","","","2520","38355002","9055","AJ","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5333","","","2521","38355002","9055","AK","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5316","","","2522","38355002","9055","AL","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5263","","","2523","38355002","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5233","","","2524","38355002","9055","AN","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5775","","","2525","38355002","9055","AE","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5746","","","2526","38355002","9055","AF","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5575","","","2527","38355002","9055","AG","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5458","Y","","2528","38355002","9055","AS","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","X","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3096","","","2529","38355002","9055","AQ","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","4825","","","2530","38355002","9055","AW","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","6291","","","2531","38355002","9055","AB","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","6116","","","2532","38355002","9055","AD","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","4053","","","2533","38355002","9055","AS","1809","25.8","VUPA","","","0","21.4","30.1","","","","SD","125","50","60","X","","","","","","X","","","","1","10","35.1","","","","","","","","","","V","","N","P","K","","","1",""
"18899","XXX","3675","","","2534","38355002","9055","BB","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5058","","","2535","38355002","9055","AO","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","6246","","","2536","38355002","9055","AC","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1769","","Y","2624","283471006","9055","BJ","1809","25.8","VUPA","","","2","21.4","30.1","","","","SD","","","","X","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","649","","Y","2625","283471006","9055","BO","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","X","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1771","","Y","2626","283471006","9055","BN","1809","25.8","VUPA","","","0","21.4","30.1","","","","SD","","","","X","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1350","","Y","2627","283471006","9055","BL","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","X","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1886","","Y","2628","283471006","9055","BK","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","X","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1352","","Y","2629","283471006","9055","BM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","X","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3337","","","2476","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","2628","","","2477","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3806","","","2478","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3689","","","2479","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","2586","","","2480","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5567","","","2481","38002001","9055","AL","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","5314","","","2482","38002001","9055","AL","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","","","","2483","38002001","9055","","1809","25.8","VUPA","","","R","21.4","30.1","","1700","1850","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3548","","","2484","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3313","","","2485","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","2910","","","2486","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","4914","","","2487","38002001","9055","AL","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3337","","","2488","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","1727","","","2489","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","4047","","","2490","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","4891","","","2491","38002001","9055","AL","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3338","","","2494","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","2892","","","2495","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3569","","","2496","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3177","","","2497","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3140","","","2498","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3525","","","2499","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18899","XXX","3373","","","2500","38002001","9055","AM","1809","25.8","VUPA","","","R","21.4","30.1","","","","SD","","","","","","","","","","","","","","1","10","35.1","","","","","","","","","","V","","","","","","","1",""
"18900","XXX","800","","","2759","283369001","9056","","1153","23.1","ITUS","","","R","17.7","27.2","","","","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18900","XXX","800","","","2760","283369001","9056","","1153","23.1","ITUS","","","R","17.7","27.2","","","","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18900","XXX","800","","","2761","283369001","9056","","1153","23.1","ITUS","","","R","17.7","27.2","","","","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18900","XXX","2160","","","2762","283458001","9056","","1153","23.1","ITUS","","","R","17.7","27.2","","","","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18900","XXX","","","","2763","283458001","9056","","1153","23.1","ITUS","","","R","17.7","27.2","","1452","2182","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18900","XXX","800","","","2764","283467005","9056","","1153","23.1","ITUS","","","R","17.7","27.2","","","","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18900","XXX","7250","","","2765","540031016","9056","","1153","23.1","ITUS","","","R","17.7","27.2","","","","TU","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18902","XXX","1454","","","2768","283458001","9058","","980","24.8","VUPA","7.3","73","R","18.7","29.9","","","","SD","","","","","","","","","","","","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18902","XXX","","","","2771","328159002","9058","","980","24.8","VUPA","7.3","73","R","18.7","29.9","","10700","11500","TU","","","","","","","","","","","","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18902","XXX","3000","","","2766","38093002","9058","","980","24.8","VUPA","7.3","73","0","18.7","29.9","","","","SD","","","","","","","","","","","","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18902","XXX","1600","","","2769","283467005","9058","","980","24.8","VUPA","7.3","73","O","18.7","29.9","","","","SD","","","","X","","","","","","","","","","1","","","X","","","","","","","","","V","","","","","","","1",""
